Manufacture,Rev,Buships,Manufacturer,Reel,Frame,DrawingTitle,SubId
OP 1-470 C,2,380004,General Electric,36879,K 21,AXIAL NUT CLASS A ONE TON,148
CM 7-695 H,9,212653,GE Appliances,37150,J 85,MECHANICAL HOIST BOX WHEEL,112
ER 10-822 C,1,120216,General Electric,37211,Y 93,ROTARY NUT UNIT DRIVE,183
BL 19-497 H,3,207136,GE Appliances,37464,Y 45,MECHANICAL PIN DEVICE CHART,141
QP 12-967 C,7,399548,PepsiCo,33980,W 69,SAFETY BEARING DEVICE WHEEL,129
UZ 17-226 R,6,368656,General Electric,36980,K 71,SAFETY HOIST DEVICE CHART,172
SM 2-618 U,8,168858,Johnson & Johnson,37955,Z 77,AXIAL ROLLER CHAIN ASSEMBLY,135
TR 13-344 U,1,302792,Johnson & Johnson,33183,E 93,MAGNETIC SPACER DEVICE ASSEMBLY,179
EN 19-429 Z,8,253201,Johnson & Johnson,33712,A 5,MAGNETIC BEARING BOX ONE TON,126
TV 2-316 U,5,278741,GE Appliances,36689,B 50,TURBO BRAKE DEVICE ONE TON,139
FU 11-493 A,8,173963,General Electric,37518,V 86,TURBO RETAINER FRAME WHEEL,113
FR 14-498 B,10,191391,Microsoft,37882,O 63,TURBO HOIST DEVICE WHEEL,125
PV 17-578 N,3,300795,Johnson & Johnson,34347,N 97,ROTARY RETAINER CLASS A ASSEMBLY,123
IY 16-682 P,4,118090,Microsoft,32254,V 69,MECHANICAL BRAKE UNIT CHART,141
VX 13-501 X,9,175306,GE Appliances,33813,Y 33,MECHANICAL PIN BOX DRIVE,182
ZJ 1-162 D,8,251346,GlobalFoundries,34054,S 9,ROTARY PIN FRAME ASSEMBLY,142
HV 7-446 U,5,111166,General Electric,35173,W 23,SAFETY PIN CLASS A DRIVE,113
GO 2-412 R,7,194711,GlobalFoundries,35938,Z 97,MECHANICAL RETAINER BOX ONE TON,120
GJ 12-739 H,10,174056,Intel Corp,35157,Y 79,ELECTRICAL PIN DEVICE ONE TON,187
RE 19-302 O,3,108829,Johnson & Johnson,36352,Q 31,ROTARY RETAINER BOX ONE TON,166
GV 1-199 F,3,115877,General Electric,34929,X 99,ROTARY BRAKE CLASS A ONE TON,111
TT 17-789 J,3,293332,GE Appliances,36684,B 17,TURBO RATCHET DEVICE DRIVE,120
VG 16-943 G,10,355726,Intel Corp,37329,H 36,MECHANICAL PIN DEVICE ONE TON,129
UV 19-917 V,3,112634,Intel Corp,37037,A 64,SAFETY RETAINER UNIT TWO TON,155
UH 12-482 H,6,340317,Intel Corp,34094,Z 68,MECHANICAL ROLLER UNIT CHART,182
BC 19-283 X,5,128856,TPI Composites,32556,T 89,MAGNETIC SPACER CLASS B CHART,111
QI 1-706 N,5,374068,Intel Corp,36592,G 12,AXIAL SPACER CHAIN ONE TON,115
EE 1-978 Y,7,376146,Intel Corp,35478,D 83,MAGNETIC NUT CLASS B ASSEMBLY,100
QA 18-900 B,7,305136,Microsoft,33744,V 45,ROTARY BRAKE BOX TWO TON,143
OK 5-578 K,10,244169,Intel Corp,36720,V 8,AXIAL NUT BOX DRIVE,163
JE 17-952 L,6,103800,TPI Composites,32312,P 53,ELECTRICAL ROLLER FRAME DRIVE,115
OC 3-460 J,5,365287,TPI Composites,37657,W 66,AXIAL ROLLER CLASS C CHART,170
UN 7-950 Y,8,383246,Intel Corp,37657,U 34,AXIAL BEARING CLASS C DRIVE,111
GC 8-279 W,10,312580,Intel Corp,36028,D 97,AXIAL RETAINER UNIT ONE TON,121
HV 2-699 K,7,366814,Boeing,33498,O 71,MECHANICAL PIN BOX CHART,136
LZ 5-528 R,5,100845,GlobalFoundries,32913,F 91,AXIAL PIN UNIT CHART,132
NY 12-826 W,8,370032,Boeing,33988,R 12,MECHANICAL HOIST BOX DRIVE,186
PA 12-954 R,5,106900,Intel Corp,37896,I 40,SAFETY HOOK DEVICE DRIVE,141
TK 11-873 F,3,113468,Boeing,36698,O 45,ELECTRICAL HOOK CLASS C CHART,190
ZO 4-784 T,1,187035,PepsiCo,33960,Y 50,AXIAL ROLLER DEVICE ASSEMBLY,177
CU 3-454 A,4,168716,Johnson & Johnson,34482,L 31,TURBO RATCHET CLASS C WHEEL,124
HD 14-381 K,10,264452,GlobalFoundries,36057,P 55,AXIAL NUT BOX ASSEMBLY,195
OC 6-461 H,9,226142,Microsoft,35140,E 50,ELECTRICAL RATCHET CLASS B ONE TON,151
ID 12-796 A,10,219527,PepsiCo,35415,R 33,MECHANICAL SPACER CHAIN DRIVE,156
OG 8-599 W,1,179183,PepsiCo,36067,O 15,MAGNETIC HOIST DEVICE WHEEL,134
BG 8-373 Y,2,255639,Boeing,33565,A 55,ELECTRICAL RATCHET CLASS B ASSEMBLY,136
JM 12-884 M,4,260113,PepsiCo,33373,D 28,ELECTRICAL RATCHET CLASS B TWO TON,107
YP 10-826 E,9,105078,Johnson & Johnson,34422,H 63,MAGNETIC HOOK CLASS B CHART,167
VC 16-975 D,7,280057,GE Appliances,37059,V 68,MECHANICAL BRAKE CLASS B WHEEL,135
JP 10-863 H,8,377545,Johnson & Johnson,33858,S 96,SAFETY SPACER CLASS C ONE TON,160
VX 12-373 Z,9,346560,Intel Corp,36166,R 43,ROTARY HOIST UNIT CHART,103
NH 18-627 V,6,188562,PepsiCo,33915,S 41,MAGNETIC RATCHET CLASS B ONE TON,157
YW 5-809 R,10,376912,GlobalFoundries,36362,K 26,SAFETY RETAINER CLASS C ONE TON,166
SH 8-741 Q,7,240954,General Electric,33956,K 96,AXIAL PIN BOX ASSEMBLY,109
ZM 7-549 A,8,341584,GlobalFoundries,32850,E 47,MECHANICAL BRAKE UNIT TWO TON,171
WG 6-786 K,3,157610,Boeing,36264,N 72,SAFETY BRAKE UNIT ONE TON,122
OS 18-603 A,7,173646,GE Appliances,37270,F 67,MAGNETIC SPACER CLASS C ASSEMBLY,135
HE 11-619 M,9,348000,Boeing,34930,O 26,SAFETY BEARING UNIT ASSEMBLY,124
EW 17-646 U,9,218948,GlobalFoundries,34003,N 57,SAFETY PIN UNIT TWO TON,134
PI 8-407 A,8,250330,General Electric,36704,U 48,AXIAL NUT CHAIN WHEEL,174
UN 17-669 A,6,179699,TPI Composites,37785,A 83,ROTARY BRAKE DEVICE ONE TON,130
YC 9-452 O,2,171418,Microsoft,35241,K 62,AXIAL PIN FRAME TWO TON,194
IY 12-930 N,3,222388,TPI Composites,33957,M 40,AXIAL BRAKE CHAIN TWO TON,154
YX 1-944 Q,9,373903,Lockheed Martin,37621,E 27,MAGNETIC RATCHET CLASS B CHART,152
TO 16-539 C,8,116198,Lockheed Martin,36200,R 38,AXIAL SPACER CLASS A ASSEMBLY,160
FZ 19-133 O,5,302971,Boeing,33082,C 16,ROTARY RATCHET CLASS B ASSEMBLY,115
PI 15-882 M,9,319197,Microsoft,33662,I 45,MECHANICAL BRAKE CHAIN CHART,112
RS 16-634 V,10,129283,GE Appliances,37079,B 54,ROTARY RATCHET CLASS C ONE TON,160
HU 7-165 G,8,160512,Johnson & Johnson,34549,H 69,MAGNETIC HOOK UNIT TWO TON,168
HP 13-499 F,8,276269,GE Appliances,37333,U 63,AXIAL BEARING CLASS C DRIVE,131
FA 15-959 D,9,144259,Lockheed Martin,36473,K 45,TURBO PIN CHAIN ONE TON,171
NU 5-310 Q,7,298585,Intel Corp,34423,Y 60,ELECTRICAL HOOK CLASS B ASSEMBLY,180
AZ 9-558 E,1,126950,General Electric,33736,M 49,ELECTRICAL HOOK CLASS C CHART,188
CJ 1-661 E,9,306577,Lockheed Martin,35214,M 64,ELECTRICAL NUT UNIT CHART,106
XD 14-496 T,9,315535,Johnson & Johnson,32389,J 69,MECHANICAL NUT CHAIN ASSEMBLY,135
OV 19-266 J,2,308159,Intel Corp,33725,L 81,ELECTRICAL HOOK BOX ONE TON,126
QQ 13-383 E,7,105844,General Electric,35025,H 42,TURBO BEARING CLASS B ONE TON,102
OL 6-281 H,9,253696,Lockheed Martin,37198,C 78,ROTARY HOOK BOX ASSEMBLY,177
VZ 8-801 I,4,160545,Microsoft,32455,Z 51,ELECTRICAL BEARING CHAIN CHART,138
CY 7-669 N,2,139556,GE Appliances,33107,E 22,TURBO SPACER CLASS B TWO TON,167
NE 10-928 G,7,225510,Microsoft,36635,O 93,MECHANICAL HOIST DEVICE CHART,131
ZO 2-136 U,4,198135,Microsoft,35693,H 51,ROTARY RETAINER UNIT WHEEL,160
DR 16-545 Z,5,254580,Intel Corp,34882,V 45,TURBO NUT FRAME DRIVE,156
XU 10-407 A,1,361826,PepsiCo,37754,P 4,TURBO ROLLER CHAIN WHEEL,131
TK 14-608 L,8,356158,Microsoft,33709,B 61,ROTARY HOIST DEVICE ASSEMBLY,191
YJ 19-979 Y,3,204385,Johnson & Johnson,33555,Y 84,ELECTRICAL HOIST CLASS A TWO TON,179
PB 3-227 A,4,230942,Microsoft,37951,H 87,ELECTRICAL HOIST CLASS A ONE TON,135
CY 10-376 O,10,179001,Intel Corp,32695,T 81,ROTARY ROLLER CLASS B TWO TON,180
SL 12-553 T,4,196178,PepsiCo,37057,V 79,AXIAL HOOK CHAIN ASSEMBLY,166
TG 6-981 J,7,265452,TPI Composites,35471,A 50,ELECTRICAL SPACER CLASS C CHART,197
QW 7-239 P,6,380154,GE Appliances,33372,H 30,TURBO HOOK CLASS B WHEEL,194
IX 15-474 T,8,307027,GE Appliances,35956,A 91,MECHANICAL ROLLER DEVICE DRIVE,154
OG 4-741 R,5,174814,TPI Composites,35071,B 57,MAGNETIC NUT FRAME WHEEL,135
IS 9-286 U,4,178832,PepsiCo,32662,Q 75,ELECTRICAL HOOK UNIT ONE TON,163
MN 2-145 R,8,249819,General Electric,37641,J 23,ELECTRICAL RETAINER DEVICE ONE TON,157
FP 19-406 Q,5,262634,Microsoft,34431,S 21,TURBO HOOK FRAME TWO TON,181
BI 5-450 Y,5,160750,Lockheed Martin,36380,X 33,MECHANICAL NUT CLASS B ONE TON,167
VZ 11-440 H,1,156058,Intel Corp,33169,W 79,ROTARY RATCHET CLASS A CHART,104
TN 17-787 H,6,121377,TPI Composites,36679,C 31,ELECTRICAL BRAKE CLASS B ONE TON,193
ML 19-503 S,2,270971,GlobalFoundries,32743,D 3,TURBO RETAINER CHAIN TWO TON,117
JH 1-345 E,5,239906,Intel Corp,32664,I 21,TURBO ROLLER CLASS A TWO TON,168
SK 17-883 N,8,279000,Boeing,37369,E 25,TURBO HOOK DEVICE ASSEMBLY,102
WH 6-342 E,7,260562,TPI Composites,35566,Z 10,MECHANICAL NUT CLASS B TWO TON,194
LQ 6-131 D,7,362475,General Electric,36039,T 86,MAGNETIC RETAINER BOX TWO TON,147
RQ 13-700 B,1,160009,GE Appliances,34924,P 75,SAFETY SPACER UNIT TWO TON,186
TR 10-214 S,1,112250,Johnson & Johnson,35543,N 2,TURBO PIN DEVICE WHEEL,145
KG 13-672 G,1,214065,Boeing,32682,F 65,MECHANICAL BRAKE CHAIN WHEEL,194
XN 13-934 G,9,284940,Intel Corp,32531,S 46,TURBO ROLLER UNIT WHEEL,121
RG 18-865 Y,1,317031,GlobalFoundries,36358,W 24,SAFETY RATCHET CHAIN ASSEMBLY,178
RN 1-140 Q,3,298626,PepsiCo,35123,C 96,SAFETY PIN DEVICE CHART,178
QY 4-592 R,2,260257,GlobalFoundries,37168,V 70,MECHANICAL ROLLER CLASS A TWO TON,170
XE 5-155 Z,8,289869,Microsoft,36370,Z 14,MECHANICAL NUT CLASS B DRIVE,171
AC 6-260 R,4,254370,TPI Composites,36670,U 57,TURBO BRAKE CLASS B TWO TON,143
XO 15-964 H,7,173948,Lockheed Martin,37060,B 25,MECHANICAL RETAINER CLASS B ASSEMBLY,147
SG 1-225 Q,6,254343,General Electric,33011,F 57,SAFETY RATCHET FRAME ASSEMBLY,134
QU 11-398 E,9,351030,Microsoft,35760,A 93,ROTARY HOOK UNIT DRIVE,187
OA 18-874 L,5,262025,Lockheed Martin,37639,V 18,ELECTRICAL NUT CLASS B ASSEMBLY,119
DB 6-149 X,10,321160,Boeing,37805,W 39,ELECTRICAL RATCHET DEVICE TWO TON,138
FJ 7-154 U,2,122632,TPI Composites,33082,O 55,AXIAL SPACER FRAME ONE TON,152
WQ 12-907 N,2,262351,Boeing,34168,C 52,MAGNETIC BEARING DEVICE ASSEMBLY,140
VH 11-497 J,2,353458,Johnson & Johnson,32247,C 26,ROTARY RETAINER BOX ASSEMBLY,128
FV 7-947 W,3,125844,Intel Corp,37740,O 51,TURBO HOOK BOX TWO TON,134
GE 7-834 O,9,116505,Lockheed Martin,32120,S 45,MECHANICAL NUT CHAIN TWO TON,123
BK 19-461 O,5,354569,General Electric,37517,S 19,AXIAL NUT DEVICE CHART,126
CV 10-172 J,8,186785,GlobalFoundries,32805,I 79,AXIAL ROLLER FRAME ONE TON,185
FC 5-310 R,4,138099,Microsoft,32391,M 44,ELECTRICAL PIN FRAME ASSEMBLY,173
IQ 10-148 N,3,336222,Microsoft,33763,Z 55,TURBO NUT CHAIN DRIVE,156
AA 9-217 P,5,189197,Lockheed Martin,36535,O 35,TURBO HOIST BOX CHART,159
KE 17-231 D,9,160399,Microsoft,32994,W 81,TURBO RATCHET CHAIN ONE TON,152
WU 8-372 P,3,233248,PepsiCo,34720,N 91,MAGNETIC ROLLER DEVICE ASSEMBLY,107
XO 10-641 W,6,346306,GlobalFoundries,32256,L 76,SAFETY RETAINER CHAIN DRIVE,180
NH 8-906 D,6,274762,Microsoft,36051,W 87,MAGNETIC HOIST UNIT ASSEMBLY,139
AM 18-976 V,1,214432,Lockheed Martin,37412,E 95,ELECTRICAL PIN CLASS C TWO TON,188
AN 16-286 W,6,212262,Microsoft,34394,D 83,MAGNETIC BRAKE CLASS A DRIVE,118
UQ 13-870 C,1,262987,PepsiCo,32890,M 97,MECHANICAL SPACER CLASS C ASSEMBLY,160
JB 2-883 Z,9,152032,GE Appliances,37650,E 82,MECHANICAL RATCHET CLASS A WHEEL,131
ZA 3-637 M,4,120403,Johnson & Johnson,35453,I 40,MAGNETIC RETAINER UNIT TWO TON,127
UW 19-371 K,8,255681,Lockheed Martin,37411,A 42,AXIAL BEARING UNIT WHEEL,122
PU 19-578 T,5,339458,General Electric,37249,O 62,MECHANICAL BEARING FRAME CHART,155
XJ 12-346 P,6,178804,General Electric,32757,D 67,MECHANICAL PIN CHAIN TWO TON,155
SL 3-675 Y,8,285188,PepsiCo,34373,U 5,MAGNETIC BRAKE CLASS B ONE TON,159
UO 6-207 O,6,350623,PepsiCo,33576,P 69,MECHANICAL PIN UNIT ONE TON,130
YH 10-736 Y,6,140524,Boeing,36423,W 78,MECHANICAL BRAKE CLASS C ASSEMBLY,161
OR 11-638 Y,6,260405,Microsoft,35029,A 2,ROTARY BRAKE CLASS C WHEEL,125
MQ 3-275 M,9,143624,Johnson & Johnson,36283,K 23,ROTARY RETAINER CHAIN ASSEMBLY,122
RE 14-613 A,4,232774,General Electric,37672,P 74,ELECTRICAL HOIST CHAIN DRIVE,141
XS 16-242 O,1,257201,PepsiCo,34746,W 61,ELECTRICAL HOOK DEVICE DRIVE,192
QD 19-294 X,10,214680,General Electric,36877,G 79,ROTARY BRAKE DEVICE TWO TON,183
UW 10-541 U,2,246108,Lockheed Martin,32785,C 95,AXIAL ROLLER BOX DRIVE,165
TN 14-472 U,8,295900,Johnson & Johnson,35948,Y 98,SAFETY RATCHET CLASS C TWO TON,161
SE 12-771 J,8,114807,Lockheed Martin,34901,Y 36,MAGNETIC BRAKE CLASS C CHART,199
XX 12-634 N,2,319430,GE Appliances,37535,W 8,TURBO NUT BOX TWO TON,185
ED 16-547 O,6,182428,Boeing,35490,P 57,TURBO RETAINER UNIT WHEEL,194
JF 16-854 K,10,113917,GlobalFoundries,36075,M 42,MECHANICAL HOOK UNIT TWO TON,119
RR 2-258 K,4,149484,TPI Composites,37195,B 32,TURBO ROLLER CLASS B WHEEL,119
RH 5-232 B,2,117500,Intel Corp,36589,Y 25,ELECTRICAL PIN FRAME ONE TON,131
YV 14-948 J,5,103079,Microsoft,33064,M 29,MAGNETIC NUT UNIT TWO TON,109
RW 13-617 N,2,109941,Johnson & Johnson,36368,E 80,AXIAL BEARING CLASS B TWO TON,113
SH 19-527 X,1,334240,General Electric,32432,O 63,TURBO ROLLER CLASS C ONE TON,150
DW 15-856 Z,6,220592,PepsiCo,34403,Y 83,ELECTRICAL SPACER CHAIN DRIVE,146
YX 7-969 B,1,221610,General Electric,34589,A 22,ROTARY PIN BOX ASSEMBLY,145
DV 7-143 S,9,363488,Intel Corp,37807,V 70,AXIAL HOIST CLASS A ONE TON,199
EA 12-502 L,9,252752,Johnson & Johnson,36551,F 94,TURBO PIN CLASS C DRIVE,192
CO 10-906 V,7,305863,GE Appliances,33370,Z 84,AXIAL ROLLER CLASS B CHART,166
TV 1-925 K,6,276379,General Electric,35821,G 46,AXIAL NUT CLASS C ONE TON,117
ZJ 14-493 S,9,172893,General Electric,32685,D 96,ELECTRICAL HOIST CHAIN CHART,104
IU 18-613 Y,1,157579,GE Appliances,37781,G 42,MAGNETIC BEARING DEVICE TWO TON,155
HT 3-811 R,3,245749,PepsiCo,35826,Y 4,AXIAL PIN CHAIN WHEEL,180
DA 18-997 S,1,159253,TPI Composites,34072,G 22,AXIAL HOOK CLASS B TWO TON,192
WB 3-416 D,8,251736,General Electric,32224,C 7,MECHANICAL NUT FRAME TWO TON,199
KN 10-692 W,7,287339,Microsoft,32417,J 2,SAFETY SPACER CLASS B CHART,149
TN 3-577 U,8,217494,GE Appliances,37418,Y 42,MAGNETIC ROLLER BOX DRIVE,179
LR 18-502 W,6,254721,Microsoft,32898,E 93,TURBO RATCHET CLASS B WHEEL,187
GR 18-952 B,9,148755,TPI Composites,37706,N 94,MAGNETIC PIN CHAIN ASSEMBLY,194
CE 1-906 U,4,328144,PepsiCo,35093,U 60,MAGNETIC RATCHET CHAIN TWO TON,103
BS 8-503 W,3,172187,Intel Corp,36619,H 22,MAGNETIC SPACER UNIT ASSEMBLY,151
MG 14-211 B,4,322143,GlobalFoundries,36717,X 24,MAGNETIC RETAINER BOX ASSEMBLY,166
RS 1-792 D,9,224486,Microsoft,34539,A 7,ELECTRICAL PIN CLASS A ONE TON,181
SZ 1-714 M,7,307923,Johnson & Johnson,37289,D 45,MAGNETIC BRAKE UNIT TWO TON,194
CG 8-557 P,3,327523,General Electric,35804,B 60,MAGNETIC SPACER CHAIN ASSEMBLY,121
NS 19-155 T,1,203307,Microsoft,32027,U 88,MECHANICAL HOOK CHAIN TWO TON,114
PM 15-879 P,4,353111,TPI Composites,34521,E 49,TURBO RATCHET BOX ONE TON,182
DH 17-591 W,6,308727,Intel Corp,37671,H 31,MECHANICAL RATCHET UNIT DRIVE,113
FT 16-416 Q,8,139838,Lockheed Martin,33124,N 91,ROTARY BRAKE CHAIN CHART,118
JY 8-290 W,8,185657,PepsiCo,36478,J 94,MAGNETIC RATCHET DEVICE DRIVE,169
FX 13-549 Z,8,380942,TPI Composites,37910,J 24,ROTARY PIN CLASS C WHEEL,105
HE 19-396 S,10,211956,PepsiCo,33331,C 12,ELECTRICAL NUT FRAME TWO TON,187
YA 15-453 V,5,138193,Intel Corp,33725,J 48,ROTARY PIN DEVICE WHEEL,115
KL 13-996 R,4,332355,Johnson & Johnson,34065,X 35,ROTARY HOIST FRAME TWO TON,189
MO 12-690 C,9,252359,TPI Composites,35751,O 90,SAFETY SPACER DEVICE WHEEL,120
JV 18-392 G,3,148168,TPI Composites,33869,S 99,TURBO SPACER DEVICE CHART,140
TY 7-546 N,7,283623,Boeing,32007,C 4,SAFETY PIN DEVICE WHEEL,190
LD 11-353 Z,3,154946,TPI Composites,37054,C 17,TURBO RATCHET CHAIN ASSEMBLY,118
MZ 4-715 Y,7,317386,General Electric,33069,J 98,ROTARY BEARING DEVICE CHART,172
VS 3-738 V,7,366697,GlobalFoundries,35572,Z 56,ELECTRICAL HOOK CLASS B WHEEL,148
PM 16-867 L,5,115453,Microsoft,35036,Q 52,MAGNETIC HOOK DEVICE ONE TON,166
DL 15-631 Z,4,367508,GlobalFoundries,37721,A 56,SAFETY RETAINER CHAIN ONE TON,196
MS 15-967 I,8,208335,Intel Corp,37765,C 17,TURBO NUT CHAIN ONE TON,198
RR 4-520 L,3,104178,PepsiCo,37189,X 65,AXIAL RATCHET CLASS C ASSEMBLY,142
RJ 2-872 R,4,222284,Johnson & Johnson,36445,Z 31,MECHANICAL NUT FRAME WHEEL,172
IJ 6-571 S,1,207317,TPI Composites,32270,C 78,AXIAL NUT CLASS C TWO TON,131
AD 2-606 C,4,217757,PepsiCo,37870,P 14,AXIAL RATCHET FRAME ASSEMBLY,151
KU 18-523 T,6,242227,Microsoft,32903,I 72,MECHANICAL PIN BOX ONE TON,166
ZO 12-617 B,10,283063,GE Appliances,32873,R 20,SAFETY HOOK CHAIN CHART,141
TB 7-284 L,6,306335,GE Appliances,35229,E 34,MECHANICAL RATCHET UNIT WHEEL,197
WL 14-843 Z,4,256374,GE Appliances,35875,D 72,TURBO BEARING CLASS B ONE TON,109
QW 9-494 B,5,227991,TPI Composites,36125,E 59,MECHANICAL BEARING BOX TWO TON,193
QU 12-473 D,3,385405,PepsiCo,33997,G 80,ROTARY BRAKE CLASS C DRIVE,173
JJ 2-641 X,1,289761,Intel Corp,35557,L 29,ELECTRICAL HOIST CLASS B ASSEMBLY,163
GI 5-484 J,8,223152,Lockheed Martin,35568,A 72,MAGNETIC RATCHET CLASS C ASSEMBLY,162
OV 4-795 T,4,153809,GE Appliances,32555,W 13,TURBO BEARING DEVICE ONE TON,159
NH 9-272 K,2,166084,Boeing,34406,T 64,SAFETY HOIST BOX CHART,169
XL 16-726 T,6,287063,TPI Composites,36779,V 8,MAGNETIC HOOK CLASS B WHEEL,156
QE 18-716 S,9,241706,TPI Composites,36257,O 40,ELECTRICAL PIN CHAIN TWO TON,181
XW 11-270 Q,3,238126,Boeing,35511,D 97,MECHANICAL RATCHET CHAIN CHART,181
FQ 6-768 S,1,174595,GlobalFoundries,34933,D 78,ROTARY HOIST BOX DRIVE,108
ET 14-265 A,2,319599,Boeing,32764,M 34,AXIAL BEARING CLASS A CHART,107
ZO 17-709 K,3,380954,PepsiCo,35596,F 4,ELECTRICAL HOOK CHAIN ONE TON,196
WD 3-311 A,7,223802,Lockheed Martin,36968,E 58,AXIAL BEARING CLASS B TWO TON,159
RP 17-421 B,6,283471,General Electric,34433,J 6,MECHANICAL HOIST DEVICE DRIVE,123
BK 3-827 Q,6,112532,Lockheed Martin,32730,G 83,TURBO HOOK CHAIN ASSEMBLY,192
LJ 13-726 F,3,202292,GlobalFoundries,37909,L 71,MECHANICAL HOIST DEVICE ONE TON,106
VX 9-277 Z,7,146751,Intel Corp,37861,N 16,MECHANICAL HOIST CLASS B DRIVE,138
FD 14-176 G,2,186709,Microsoft,36835,Q 79,MAGNETIC SPACER CHAIN ASSEMBLY,119
FY 6-166 R,6,195175,GE Appliances,35865,Y 14,MAGNETIC RETAINER FRAME ASSEMBLY,191
PA 1-704 L,5,137074,General Electric,32983,R 90,AXIAL RATCHET CLASS A WHEEL,103
HM 8-524 O,1,172251,GE Appliances,37078,F 78,TURBO RETAINER UNIT DRIVE,123
BP 14-365 V,5,245742,Boeing,32430,H 80,TURBO NUT CLASS A DRIVE,107
EC 11-795 N,1,193980,Microsoft,32831,S 57,SAFETY PIN CLASS A ASSEMBLY,170
YG 19-535 F,2,125290,PepsiCo,37281,I 42,SAFETY ROLLER FRAME ONE TON,141
ZI 16-290 P,6,336397,Lockheed Martin,33107,Y 13,TURBO BEARING BOX WHEEL,127
EU 13-523 E,9,105652,Boeing,34396,V 4,TURBO RATCHET CLASS C ONE TON,108
NB 8-487 W,8,314750,Lockheed Martin,37981,G 51,ROTARY SPACER BOX TWO TON,188
BY 16-783 J,7,216424,GE Appliances,37700,V 14,ROTARY BRAKE CLASS A CHART,134
ZD 3-679 U,8,364122,TPI Composites,32393,T 75,ROTARY SPACER BOX ONE TON,158
XA 9-569 N,6,346691,GlobalFoundries,37878,E 56,MECHANICAL BRAKE UNIT TWO TON,125
KN 3-835 F,1,257138,PepsiCo,36287,W 48,ELECTRICAL HOOK DEVICE TWO TON,123
CQ 18-376 I,7,330408,Microsoft,32005,D 25,ELECTRICAL HOOK FRAME ONE TON,168
RJ 19-133 B,6,396385,Lockheed Martin,32696,I 70,AXIAL BRAKE CHAIN WHEEL,155
TP 11-891 U,10,227708,TPI Composites,36333,V 93,TURBO BEARING BOX ONE TON,123
TB 19-546 K,10,289759,Microsoft,36436,A 13,AXIAL PIN UNIT WHEEL,170
ZQ 14-164 N,6,109564,TPI Composites,33694,G 93,MECHANICAL PIN UNIT TWO TON,162
GE 2-911 U,8,394891,PepsiCo,36161,Y 91,ROTARY BRAKE FRAME ASSEMBLY,141
JB 11-592 U,2,333956,Johnson & Johnson,33757,Z 37,MAGNETIC RATCHET CLASS C DRIVE,150
EI 3-701 P,6,299975,GE Appliances,32008,V 70,TURBO ROLLER CHAIN ONE TON,196
ID 10-823 T,5,381177,GlobalFoundries,36908,L 53,ROTARY HOIST DEVICE DRIVE,120
LA 9-755 N,8,158398,Lockheed Martin,35082,C 73,MAGNETIC HOIST CLASS C TWO TON,174
KJ 18-233 V,2,306676,General Electric,35188,J 80,AXIAL BEARING UNIT CHART,100
HW 7-203 R,10,214620,General Electric,34223,B 69,SAFETY PIN CLASS C CHART,190
BX 12-446 C,6,311012,Microsoft,37796,Q 48,ELECTRICAL RATCHET CLASS A CHART,153
OT 11-189 J,4,375568,Intel Corp,34130,B 72,ELECTRICAL PIN CHAIN ONE TON,129
JP 8-351 D,10,235744,TPI Composites,34384,O 13,AXIAL NUT UNIT TWO TON,193
GT 1-400 T,7,303593,Lockheed Martin,37590,N 28,TURBO BEARING CLASS A DRIVE,176
IT 14-726 L,7,346019,GE Appliances,37075,I 25,AXIAL SPACER FRAME TWO TON,157
AY 11-905 J,5,159299,GlobalFoundries,37344,I 55,ROTARY PIN DEVICE DRIVE,186
ND 7-347 M,2,137132,PepsiCo,37532,C 40,SAFETY BRAKE CLASS C ASSEMBLY,142
NK 5-876 N,5,209515,Lockheed Martin,35034,C 15,ELECTRICAL HOOK FRAME TWO TON,183
IB 7-434 N,8,177433,Lockheed Martin,32656,Q 45,MAGNETIC HOIST CLASS B ONE TON,185
MS 18-911 T,1,354140,PepsiCo,34070,H 18,AXIAL HOOK CHAIN ONE TON,198
AS 1-790 G,6,380646,GE Appliances,33640,P 41,ROTARY SPACER BOX DRIVE,196
LX 17-779 L,7,235558,Intel Corp,34980,L 23,ROTARY HOIST CHAIN WHEEL,126
JX 11-275 Q,3,221568,Intel Corp,35290,O 45,SAFETY SPACER UNIT ASSEMBLY,189
WT 10-692 K,2,247295,Johnson & Johnson,33646,W 58,MAGNETIC BEARING CLASS A CHART,170
EZ 5-270 I,7,263629,GE Appliances,35379,O 60,ROTARY SPACER BOX ASSEMBLY,166
NZ 14-886 G,4,146314,Microsoft,34380,K 70,MECHANICAL HOOK BOX TWO TON,155
SM 12-363 F,8,189740,Johnson & Johnson,33177,X 53,ELECTRICAL ROLLER FRAME WHEEL,164
HJ 5-763 A,7,364690,Microsoft,37612,L 8,MECHANICAL HOOK CLASS A WHEEL,145
OQ 11-173 W,2,281322,Lockheed Martin,36882,M 91,AXIAL RETAINER CHAIN WHEEL,138
OW 6-739 J,6,168687,Johnson & Johnson,35121,F 1,ELECTRICAL RATCHET CHAIN ONE TON,198
XE 5-291 X,7,274451,PepsiCo,32982,S 60,AXIAL HOOK CHAIN ONE TON,152
TN 7-354 Z,2,200475,TPI Composites,37037,I 79,TURBO HOOK DEVICE ONE TON,143
